detID,e,z,Ex,rdtID,de,e,rdte,tde,te,trdte,coinTime,thetaCM,target
16,4.39267,-370.875,5.58333,5,1536.04,2803.02,3889.25,1734.92,2793.9,3888.1,0.0231387,24.4311,1
14,2.74058,-191.905,10.3486,5,2846.91,nan,nan,3224.26,nan,nan,24.8451,24.0932,0
14,0.825678,-212.904,11.8799,3,814.092,3435.52,3897.78,506.213,3445.5,3924.21,-2.90921,10.6007,0
29,4.73446,-186.174,8.38688,1,2292.6,1573.31,3334.73,2296.12,1566.54,3316.8,18.6581,31.2224,0
17,5.46859,-295.701,5.76035,5,1529.09,2874.35,3940.75,1736.96,2863.7,3950.58,4.18032,29.9642,1
6,2.09224,-363.394,8.01849,3,808.44,2367.12,3071.59,505.875,2373.25,2851.62,-15.214,14.2248,0
0,2.99399,-437.871,5.82963,1,1106.35,3339.57,3798.74,1109.36,3324.09,3792.46,4.03388,16.0482,0
28,2.93641,-235.046,9.40723,7,3545.7,nan,nan,3547.89,nan,nan,-0.197308,23.5816,0
6,2.81268,-355.116,7.45998,3,1109.63,1942.47,2976.62,693.066,1965.84,2631.4,-13.0012,18.7428,3
14,3.00497,-187.909,10.1451,3,944.88,3137.22,3768.92,588.291,3169.69,3730.48,-26.0134,25.3287,0
9,1.3738,-183.547,11.883,3,979.02,2801.28,3536.77,612.825,2826.79,3412.11,17.7148,16.7941,0
3,5.26132,-233.035,7.04278,5,2110.12,nan,nan,2384.18,nan,nan,-23.6576,31.2954,0
9,2.54963,-210.995,10.2166,3,968.988,3064.95,3731.88,601.941,3086.91,3661.35,-17.907,22.6379,0
1,2.47646,-382.103,7.31865,1,2320.84,662.04,2628.31,2321.68,660.28,2582.88,32.3752,15.774,0
13,1.21771,-262.64,10.6354,3,886.692,3140.62,3726.78,554.709,3164.43,3691.63,35.4127,12.2666,0
6,3.21817,-356.743,7.02367,5,2448.64,nan,nan,2765.25,nan,nan,24.5541,20.5414,0
21,7.13363,-358.425,2.96901,1,1720.67,1066.92,2472.07,1732.46,1060.44,2425.33,-0.106028,31.9418,0
11,5.08293,-385.595,4.62245,3,1051.3,2100.24,3053.11,655.378,2127.31,2755.19,-8.07488,26.0607,3
6,2.34684,-373.014,7.60478,7,2038.06,nan,nan,2041.97,nan,nan,-12.75,15.4185,0
9,1.48141,-197.899,11.5257,3,1065.36,2004.72,2990.45,668.119,2029.85,2670.47,-4.61299,17.0585,3
17,1.64967,-335.972,8.91861,5,2688.93,nan,nan,3037.87,nan,nan,-11.0341,12.2649,0
3,3.20276,-232.15,9.18353,1,1113.66,3435.03,3880.95,1109.02,3419.39,3871.6,-19.6872,24.7584,0
23,6.03574,-256.666,5.83815,7,2415.37,nan,nan,2414.2,nan,nan,0.476988,32.5231,0
3,4.74808,-239.63,7.46156,3,1756.33,1025.53,2768.75,1096.12,1049.67,2118.29,4.53989,29.6934,0
9,7.21864,-205.901,5.47379,1,1135.08,3399.33,3869.53,1136.23,3385.19,3865.77,-3.82884,36.5188,2
14,7.77229,-189.619,5.17503,3,959.988,3340.46,3936.88,597.441,3353.52,3923.47,5.05145,38.0292,1
22,3.46995,-297.868,7.78189,7,2286.69,1098.43,2919.67,2291.35,1097.89,2923.25,2.56147,23.6542,3
28,8.17336,-265.872,3.46403,5,2762.97,nan,nan,3130.59,nan,nan,21.6825,36.6272,0
12,5.3648,-334.466,5.2062,3,891.756,3440.54,3961.38,558.966,3439.96,3971.43,-4.98182,28.495,1
4,3.48466,-172.904,9.90679,1,1194.57,3230.43,3782,1193.14,3215.31,3771.63,-1.53001,27.6116,0
24,2.01523,-181.884,11.2638,5,2923.08,nan,nan,3306.05,nan,nan,-8.40792,20.868,0
11,4.80455,-361.786,5.31634,3,669.732,3517.06,3849.46,417.422,3464.14,3854.06,-11.9653,26.0288,0
19,6.1046,-192.208,6.86316,5,1214.64,2274.29,3209.15,1370,2260.33,3106.81,33.1538,34.5367,0
3,6.19001,-258.716,5.64338,3,1243.56,1060.99,2401.59,776.053,1083.12,1831.68,-11.2386,32.8212,0
12,3.8302,-313.084,7.15157,3,1069.61,2045.76,3025.29,671.259,2066.07,2709.83,7.88967,24.471,3
9,2.46459,-206.874,10.3745,3,1118.66,1903.37,2953.5,699.131,1922.94,2594.57,18.3216,22.3686,0
19,0.776404,-209.624,11.9802,5,1535.23,2464.83,3618.05,1733.99,2452.65,3590.55,5.59401,10.1554,0
17,4.33758,-300.458,6.8464,5,1657.7,2651.26,3865.17,1876.58,2636.79,3874.67,5.9511,26.5829,0
16,2.7845,-367.635,7.26991,5,1615,2629.66,3813.73,1830.64,2617.22,3817.71,4.03981,18.091,1
0,3.48357,-432.256,5.44531,1,1099.14,3372.42,3819.25,1097.91,3359.55,3812.46,31.5264,18.6859,0
19,8.552,-213.801,3.9544,5,1614.52,2639.87,3821.51,1830.66,2626.12,3825.46,32.2011,38.7361,0
9,1.68172,-191.631,11.4337,3,985.788,3034.04,3721.02,612.394,3064.5,3649.39,-17.2562,18.5988,0
28,1.91274,-243.857,10.2953,7,1871.7,2300.42,3604.02,1870.11,2296.79,3599.48,31.7304,18.1838,0
20,2.29071,-449.836,6.24507,7,2282.81,1922.25,3632.66,2280.7,1921.31,3630.02,26.3758,10.5473,0
7,3.59003,-303.912,7.55514,3,965.124,3073.55,3735.52,608.634,3103.24,3684.37,19.2322,23.9044,0
7,1.64641,-327.486,9.07622,3,1072.54,2440.93,3331.52,667.509,2465.35,3105.36,3.84245,12.7047,0
7,5.20812,-315.623,5.68961,3,936.384,3393.58,3959.59,585.609,3411.16,3969.27,-11.2045,28.6602,1
14,0.863366,-204.154,12.0072,3,950.004,3061.31,3714.47,598.491,3078.39,3649.38,-6.55329,11.4726,0
4,5.60333,-178.266,7.62047,1,878.415,3732.63,3930.84,871.744,3713.8,3919.2,-13.8933,33.7426,1
21,4.47717,-381.438,5.31543,5,2315.58,nan,nan,2624.23,nan,nan,-5.1889,24.3433,0
1,6.57711,-363.566,3.45732,7,2291.11,nan,nan,2286.1,nan,nan,9.26427,30.5755,0
1,4.61794,-379.347,5.20703,1,1104.92,3378.77,3828.95,1103.85,3365.97,3822.76,-2.03875,24.8656,2
28,6.65929,-239.78,5.4788,7,1742.94,2819.9,3943.77,1743.75,2819.15,3943.83,10.9369,34.4084,1
16,2.86533,-396.261,6.68892,5,1577.75,2506.44,3685.35,1787.27,2499.68,3677.79,-4.01193,17.2802,2
26,5.50317,-386.932,4.16712,5,2413.48,nan,nan,2729.89,nan,nan,-15.0738,27.1918,0
14,4.51286,-179.945,8.72263,5,1530.41,nan,nan,1733.42,nan,nan,-22.3476,30.7607,0
20,2.29337,-448.658,6.26612,7,2000.02,nan,nan,2000.75,nan,nan,-6.69762,10.6608,0
29,1.63425,-207.001,11.2147,7,2808.44,nan,nan,2807.4,nan,nan,12.1116,17.7684,0
4,5.07685,-183.646,8.07504,1,1216.32,3166.3,3748.1,1210.61,3148.94,3730.88,14.4346,32.2386,0
19,1.36431,-186.48,11.8413,5,2072.62,959.02,2843.31,2346.76,955.825,2821.82,-23.0138,16.6228,0
26,3.7029,-360.394,6.46848,7,1757.2,2560.1,3730.26,1759.86,2558.91,3731.54,1.88624,22.3672,0
29,3.17856,-194.367,9.85563,1,1076.93,3255.3,3707.78,1072.18,3247.96,3698.03,35.3141,25.8263,0
3,4.58446,-235.132,7.70751,1,1261.33,2101.5,2932.27,1260.73,2091.56,2891.49,20.9925,29.3524,0
24,6.44756,-187.089,6.59412,7,1397.94,nan,nan,1403.85,nan,nan,-10.4623,35.4475,0
3,1.87641,-243.264,10.342,1,996.87,3429.37,3782.99,998.925,3417.61,3778.37,-1.13886,17.9865,0
9,1.74991,-179.747,11.5704,3,912.204,2591.15,3323.74,573.806,2604.91,3151.22,-4.99844,19.4096,0
29,4.35405,-180.534,8.87707,7,2302.21,1094.14,2929.44,2303.99,1092.87,2929.88,0.803273,30.2685,3
11,3.38068,-378.176,6.48842,3,946.944,3342.67,3928.55,589.622,3343.08,3905.2,-8.601,20.4176,1
14,2.96359,-192.433,10.1102,3,977.988,3073.35,3745.26,614.119,3104.61,3691.23,33.4148,25.0229,0
15,2.73884,-437.792,6.07558,7,3487.35,nan,nan,3489.26,nan,nan,23.5961,14.5911,0
29,5.02122,-207.504,7.72638,1,2737.54,nan,nan,2734.59,nan,nan,-11.4004,31.4007,0
9,4.13467,-210.15,8.59884,3,998.16,3173.74,3838,623.166,3198.14,3793.8,-4.91504,28.7196,2
14,6.54344,-204.497,6.19875,3,1134.58,1961.25,3010.26,710.175,1990.85,2673.53,25.1767,35.164,0
11,2.59022,-362.097,7.55939,5,1854.5,1323.3,2960.24,2098,1311.38,2914.69,-3.47604,17.3109,0
13,2.78774,-249.127,9.3174,5,1680.98,2366.41,3655.91,1895.87,2353.21,3644.85,10.125,22.4796,2
13,4.50442,-272.634,7.15002,7,2964.17,nan,nan,2962.85,nan,nan,-11.0445,27.9734,0
26,1.85306,-381.112,7.90837,1,1514.08,1419.65,2588.99,1506.68,1409.55,2528.1,-5.65436,11.3433,0
9,6.20396,-186.517,6.85677,5,2229.72,nan,nan,2526.96,nan,nan,-13.0838,34.9235,0
6,1.89086,-370.43,8.07471,1,2612.1,nan,nan,2617.97,nan,nan,1.63426,12.3265,0
4,1.70884,-214.59,11.0081,1,997.575,3146.5,3557.26,996.675,3135.55,3541.43,11.1758,17.981,0
7,1.82629,-297.64,9.44011,3,2228.77,nan,nan,1394.91,nan,nan,-30.949,15.4911,0
23,2.15282,-264.698,9.69261,5,2047.56,nan,nan,2313.28,nan,nan,-31.6417,18.8008,0
4,4.1897,-208.161,8.57589,1,1095.51,3410.26,3846.62,1088.14,3395.38,3834.18,18.2753,28.9529,0
12,5.84949,-300.819,5.27917,3,956.7,3249.96,3864.74,596.85,3274.75,3844.1,-9.12091,30.7681,2
4,4.30304,-214.67,8.34761,1,1362.06,3086.54,3800.88,1359,3071.45,3789.95,16.9947,29.1134,0
4,1.47435,-196.151,11.5632,1,1131.15,3309.64,3794.63,1131.04,3295.36,3786.58,14.2318,17.0708,0
15,2.95602,-443.685,5.76312,5,1548.04,2189.51,3408.04,1758.96,2179.62,3374.86,-3.6953,15.5566,0
13,1.01306,-243.923,11.1543,7,2809.08,nan,nan,2805.97,nan,nan,11.4446,11.1403,0
13,4.65496,-231.471,7.69704,3,903.42,3407.31,3944.79,563.934,3415.57,3952.01,-4.22495,29.6679,1
9,7.36092,-185.74,5.66833,3,993.42,3178.7,3838.17,614.7,3214.78,3801.98,-10.7809,37.3604,2
16,4.04445,-363.363,6.06878,5,1531.73,2901.83,3964.85,1734.75,2888.85,3970.53,5.59952,23.5095,1
17,5.55009,-305.826,5.50347,5,1629.08,2668.45,3856.02,1841.03,2653.05,3857.9,11.7706,29.8662,1
14,1.60482,-175.423,11.7921,7,2068.99,nan,nan,2072.26,nan,nan,23.276,18.6435,0
15,2.27484,-447.642,6.3,7,3071.77,nan,nan,3069.87,nan,nan,14.974,10.5655,0
3,7.03331,-243.359,5.02987,1,1123.68,3369.45,3836.5,1117.5,3354.75,3824.79,22.0242,35.088,0
11,2.31079,-385.723,7.41294,3,868.632,3032.27,3629.54,543.459,3028.7,3544.66,5.16905,14.5686,0
12,3.0421,-290.526,8.3453,7,2942.94,nan,nan,2950.25,nan,nan,17.6711,22.1811,0
19,1.13486,-213.377,11.5929,1,2401.26,538.5,2593.81,2403.17,537.747,2548.67,-19.2514,13.7609,0
3,4.82749,-238.906,7.39178,1,1092.63,3515.01,3928.11,1098.69,3501.71,3931.59,0.262279,29.9409,1
15,2.6583,-413.89,6.5794,5,1585.78,2375.4,3586.94,1790.38,2370.35,3568.02,5.25457,15.3217,0
9,1.99308,-179.893,11.3207,3,903.948,3076.92,3691.05,564.281,3084.4,3621.18,-28.3275,20.8091,0
17,3.30878,-339.261,7.23387,7,2981.08,nan,nan,2981.91,nan,nan,-3.37202,21.5708,0
24,5.17506,-219.919,7.35554,7,2311.95,1067.51,2914.75,2320.42,1065.91,2920.72,0.396932,31.4518,0
4,4.92922,-208.846,7.79883,1,1009.08,3476.84,3830.74,1010.68,3459.08,3822.71,-3.49146,31.1101,2
19,1.03648,-204.081,11.8507,5,2044.64,957.15,2819.43,2310.9,949.04,2784.73,11.4198,13.2494,0
14,5.17933,-176.277,8.09421,3,894.696,3634.13,4112.56,558.009,3624.57,4155.08,4.32463,32.7208,0
13,6.37914,-258.857,5.44492,3,867.216,3441.13,3942.96,540.347,3439.17,3952.02,-8.15843,33.2455,1
14,2.50966,-218.36,10.1308,7,3132.96,nan,nan,3132.95,nan,nan,2.53654,22.2144,0
14,3.03473,-193.465,10.0192,1,650.115,nan,nan,649.2,nan,nan,14.134,25.282,0
11,2.06603,-366.229,7.99214,5,1507.73,2527.28,3646.01,1707.6,2515.34,3622.12,24.2813,13.8959,0
12,1.92966,-290.599,9.46304,5,1519.93,2786.27,3862.96,1728.32,2776.39,3867.14,16.0661,16.4695,1
13,4.90116,-253.81,7.06142,1,1750.89,1697.18,3000.46,1751.16,1687.49,2963.45,-13.9425,29.7023,0
6,4.05204,-355.822,6.19062,3,1158.4,1955.62,3024.25,725.306,1981.29,2679.09,-15.3037,23.7984,3
24,1.09511,-186.359,12.108,7,1737.74,2719.74,3852.15,1744.47,2720.24,3858.44,12.2122,14.4845,0
12,4.47233,-306.483,6.60459,5,2638.65,nan,nan,2983.03,nan,nan,-23.781,26.8125,0
27,6.12497,-336.792,4.38119,7,1828.36,2660.59,3879.52,1824.22,2655.59,3871.58,7.33758,30.343,0
12,3.45055,-316.443,7.48246,5,1492.72,2958.4,3978.9,1679.63,2942.56,3969.3,28.1271,22.9462,0
6,3.40737,-350.603,6.93798,3,1140.3,1925.57,2987.22,713.578,1951.53,2637.6,-14.3823,21.5613,3
19,6.75835,-183.054,6.33992,1,1479.69,814.73,2077.54,1489.71,810.115,2014.42,3.09665,36.2241,0
28,2.5003,-269.653,9.25612,7,2001.78,nan,nan,2008.66,nan,nan,20.938,20.4363,0
13,1.47991,-270.387,10.2545,3,885.012,3200.74,3771.73,557.194,3219.76,3749.46,10.5762,14.1666,0
14,1.91589,-175.597,11.4734,1,2293.44,nan,nan,2293.91,nan,nan,10.5987,20.5129,0
6,6.32736,-357.039,3.82682,3,1170.96,1959.38,3036.81,732.188,1991.15,2695.84,-15.5906,30.2012,3
29,1.92144,-210.645,10.8623,7,3121.23,nan,nan,3123.01,nan,nan,29.2951,19.4034,0
17,3.70614,-316.237,7.22458,5,1998.65,1161.73,2946.31,2256.43,1154.6,2916.12,-8.08742,23.9179,3
19,2.70329,-171.611,10.735,5,1669.73,2404.74,3677.58,1887.99,2398.47,3677.35,-3.91088,24.5417,2
29,3.20122,-193.016,9.8554,3,1512.05,1694.24,3095.23,942.234,1717.39,2632.12,-17.2134,25.9551,0
13,6.19448,-255.825,5.68795,3,941.94,3394.94,3964.91,585,3390.81,3948.31,0.567889,32.9157,1
29,0.949219,-202.503,11.9598,1,1135.29,3181.08,3695.1,1135.31,3165.72,3682.11,13.4868,12.4631,0
13,1.26665,-271.41,10.433,5,2081.64,832.66,2749.44,2351.78,824.928,2712.36,20.0335,12.285,0
9,3.69887,-182.041,9.52928,5,2640.75,571.01,2987.4,2985.61,569.54,3041.44,6.47154,28.1026,0
21,6.17238,-373.001,3.71475,7,2858.66,nan,nan,2854.72,nan,nan,-9.47118,29.3399,0
11,4.72052,-367.757,5.30041,3,883.8,3440.01,3954.85,551.203,3439.8,3963.5,-2.91945,25.5755,1
24,1.1048,-200.516,11.849,7,2333.44,1000.8,2875.43,2335.03,998.073,2874.44,9.53404,14.019,0
9,3.38246,-176.857,9.94479,3,1354.19,1762.33,3026.18,845.55,1787.75,2605.8,-8.28496,27.1218,3
6,3.69399,-396.609,5.8525,3,1714.8,1798.13,3331.11,1069.89,1827.54,2869.93,13.6045,20.993,0
11,1.84331,-386.897,7.80658,3,1101.68,nan,nan,686.963,nan,nan,-5.84364,10.8671,0
19,4.24065,-181.253,8.98223,1,2118.44,nan,nan,2124.47,nan,nan,15.6222,29.8997,0
11,3.38079,-387.371,6.32898,7,2957.94,nan,nan,2958.17,nan,nan,1.67597,20.0614,0
1,7.77469,-361.178,2.25816,1,1139.35,3531.67,3978.82,1150.27,3516.41,3986.82,4.21023,33.1507,1
29,3.30039,-184.752,9.89453,7,2918.56,nan,nan,2919,nan,nan,-4.05204,26.5817,0
12,3.83654,-306.485,7.25826,7,2590.38,nan,nan,2588.51,nan,nan,30.0033,24.7128,0
6,4.85706,-359.878,5.29501,3,888.684,3450.19,3966.44,557.869,3462.32,3992.69,-12.4266,26.2485,1
27,2.99543,-334.644,7.63128,7,2173.93,2220.36,3797.21,2180.1,2217.73,3800.29,5.91634,20.3925,0
3,2.2059,-243.635,10.004,1,1152.99,3214.23,3735.78,1153.54,3201.01,3726.7,-17.1729,19.8452,0
4,3.74829,-196.533,9.23067,1,1115.68,3424.42,3874.08,1113.56,3409.16,3866.85,30.0358,27.8461,0
4,8.64548,-171.35,4.57727,1,1356.87,2042.4,2961.42,1354.67,2039.23,2926.16,-0.728569,40.0595,3
14,1.723,-181.991,11.5589,1,1931.82,nan,nan,1934.91,nan,nan,-11.1716,19.1729,0
16,2.67875,-379.494,7.16704,5,1987.35,1157.63,2933.98,2249.73,1154.79,2910.45,-9.20136,17.0334,3
17,2.67522,-310.27,8.37662,5,1928.91,1200.15,2921.25,2179.11,1193.68,2882.86,-9.33635,19.8115,3
24,1.99755,-176.454,11.3754,7,1804.5,2513.2,3730.61,1802.01,2513.67,3728.85,11.1015,20.9413,0
12,3.93823,-334.324,6.67634,3,1001.84,3018.67,3721.55,625.041,3030.71,3628.25,-11.6802,24.1372,0
12,3.21183,-331.882,7.45969,3,1057.85,2054.76,3023.17,659.353,2071.5,2703.35,-15.3087,21.4346,3
3,6.39405,-234.089,5.85071,1,1391.19,2015.01,2966.96,1395.64,2000.73,2928.22,27.7871,33.9938,0
3,5.67979,-270.813,5.96598,7,2634.31,1352.99,3443.3,2638.56,1352.04,3446.17,30.5101,31.2473,0
29,4.91563,-202.772,7.91639,7,1839.37,2569.82,3810.17,1831.37,2570.56,3803.86,5.95117,31.2493,2
14,2.32677,-187.242,10.8532,3,934.356,3080.09,3716.88,587.634,3097.25,3657.38,-16.4563,22.3176,0
12,5.64261,-308.741,5.35811,7,2896.31,nan,nan,2900.79,nan,nan,3.919,30.0133,0
24,0.824081,-211.503,11.9069,7,2690.35,nan,nan,2694.82,nan,nan,27.8315,10.6536,0
4,3.77785,-211.834,8.9387,3,1003,2388.99,3238.07,627.506,2418.11,3018.12,37.3693,27.4909,0
7,2.33982,-290.169,9.06271,3,928.98,3233.62,3830.85,580.884,3253.35,3806.73,-1.76617,18.8656,0
19,1.57644,-211.584,11.1927,7,2517.61,nan,nan,2516.1,nan,nan,-16.2926,17.2223,0
9,1.17235,-215.54,11.5189,5,1397.78,nan,nan,1584.47,nan,nan,-23.7455,14.0002,0
1,3.60613,-377.595,6.27017,1,1167.07,1911.76,2705.07,1171.59,1916.17,2671.05,-8.17784,21.3619,0
24,3.26999,-191.457,9.81118,7,1775.64,2633.09,3809.77,1773.31,2630.77,3805.73,32.7523,26.2665,0
7,8.13102,-292.006,3.06422,3,947.388,3236.39,3847.14,585.928,3260.73,3819.15,21.5519,35.8129,0
29,1.70293,-218.383,10.9481,7,1789.67,nan,nan,1789.11,nan,nan,-18.0308,17.8087,0
9,8.20338,-178.947,4.90806,5,2518.86,nan,nan,2841.96,nan,nan,16.9012,39.0976,0
21,4.89457,-364.996,5.16881,7,2624.04,nan,nan,2622.75,nan,nan,23.1734,26.1913,0
26,7.54283,-380.549,2.16874,7,2556.35,586.91,2709.36,2561.02,584.823,2711.6,25.4545,32.1199,0
24,1.31666,-182.472,11.9585,3,1399.81,876.19,2379.63,876.225,882.75,1731.48,23.9779,16.4096,0
9,1.15682,-186.731,12.0415,3,941.616,3207.92,3820.8,587.091,3223.26,3782.85,-1.77507,14.9953,0
28,2.15199,-269.29,9.61372,7,1882.67,2338.46,3646.64,1881.93,2336.56,3644.34,32.4733,18.6259,0
11,3.03878,-399.938,6.45278,5,1952.17,1207.49,2945.73,2205.89,1196.86,2908.92,-6.02841,17.9908,0
21,5.26459,-377.316,4.57726,5,1596.9,2742.02,3889.14,1803.52,2727.67,3890.16,33.3155,26.8504,0
29,3.67433,-205.585,9.15237,7,1839.63,2561.61,3803.25,1838.49,2560.71,3801.48,2.50042,27.3201,2
13,7.99783,-242.974,4.03506,3,934.44,3359.42,3931.82,584.4,3370.61,3927.51,24.4159,36.9539,0
19,5.83461,-210.082,6.83932,7,2290.78,1035.11,2868.17,2292.58,1030.98,2866.15,-1.82422,33.3959,3
17,1.98253,-300.08,9.24486,5,2021.88,1008.69,2842.46,2295.46,1005.41,2820.33,-0.0697971,16.4085,0
11,5.74664,-350.155,4.54423,3,1103.68,2060.69,3062.98,689.175,2085.19,2746.86,-3.45989,29.0001,0
16,2.13336,-359.867,8.04267,5,2928.3,615.56,3253.09,3317.71,615.372,3370.08,15.8786,14.6799,0
12,5.06878,-337.131,5.46603,3,936.624,3232.5,3835.87,580.716,3252.35,3805.57,-3.44874,27.5971,2
28,4.8572,-249.592,7.17882,7,2069.89,nan,nan,2073.08,nan,nan,-3.74076,29.7053,0
20,5.89449,-423.411,3.14032,5,1940.13,nan,nan,2191.8,nan,nan,-7.255,27.0333,0
3,1.56521,-262.626,10.3101,1,1056.6,3346.96,3764.85,1061.72,3334.18,3761.16,-33.4886,15.1552,0
16,4.40184,-360.849,5.74596,7,2848.78,nan,nan,2851.78,nan,nan,-1.27748,24.8029,0
3,3.03222,-269.065,8.72466,1,1453.79,1893.75,2920.03,1459.03,1886.04,2885.47,29.0734,22.8692,0
13,3.69465,-278.709,7.88011,3,903.396,3251.03,3824.56,566.016,3263.06,3801.58,-15.287,25.1172,2
6,4.58505,-378.202,5.26039,3,952.644,3258.78,3868.4,592.659,3293.62,3858.78,-14.7116,24.8007,2
6,3.62966,-395.5,5.93681,3,1006.32,2131.25,3042.37,626.559,2150.1,2749.16,10.8839,20.7786,0
23,2.86233,-276.132,8.77643,1,1634.16,1080.65,2413.85,1632.99,1074.76,2354.37,22.3011,21.898,0
29,6.6584,-216.501,5.8754,7,1867.52,2584.35,3847.27,1867.08,2583.49,3846.15,10.5217,35.0702,2
13,2.39567,-279.87,9.18514,5,1641.07,2298.2,3569.42,1856.82,2291.94,3557.62,4.74079,19.5415,0
17,3.4032,-335.945,7.195,5,1980.61,1172.89,2940.8,2244.25,1161.61,2911.63,-9.13923,22.0741,3
19,5.89513,-197.383,6.99253,5,1564.66,2830.51,3934.13,1769.14,2818.81,3939.52,4.16167,33.9026,1
3,6.85597,-245.864,5.17133,1,1134.84,3366.97,3843.45,1137.13,3351.9,3838.78,-7.53501,34.6503,2
4,2.41082,-189.259,10.7324,1,1056.75,3390.8,3800.04,1054.97,3376.66,3790.94,2.23566,22.6642,2
14,4.92754,-208.313,7.80965,3,1096.28,2031.19,3034.6,684.909,2054.23,2711.63,-12.2776,31.121,3
3,2.94977,-236.984,9.36026,1,1344.21,1975.67,2897.9,1339.67,1966.8,2853.3,-16.0181,23.5756,3
19,8.89243,-170.076,4.34208,5,1562.61,2818.28,3922.71,1759.37,2806.56,3920.37,27.7285,40.499,0
16,6.36125,-386.114,3.29598,5,2339.4,nan,nan,2640.67,nan,nan,-3.71343,29.3808,0
12,2.25025,-318.044,8.66645,3,886.476,3343.57,3882.73,555.759,3353.15,3881.41,8.2957,17.2711,0
11,4.8818,-353.299,5.38216,3,890.352,3410.66,3937.32,560.081,3401.65,3934.23,-5.4143,26.5372,1
16,5.02686,-382.09,4.74012,1,2216.34,nan,nan,2213.46,nan,nan,-8.01072,26.0141,0
27,3.45744,-292.014,7.89522,1,1820.39,nan,nan,1818.83,nan,nan,-15.9188,23.8027,0
9,7.18209,-202.864,5.56334,3,927.612,3386.6,3947.47,579.056,3393.03,3944.58,-1.69448,36.5316,1
24,0.719938,-180.161,12.5666,3,1794.53,nan,nan,1119.68,nan,nan,-38.9378,10.9069,0
12,4.85127,-301.387,6.30099,3,2136.5,nan,nan,1334.83,nan,nan,-36.8774,28.1043,0
24,7.58572,-179.802,5.53553,7,1909.3,2516.41,3824.53,1909.98,2515.83,3824.61,17.1349,37.9542,2
14,4.02309,-207.406,8.76102,3,926.928,3224.55,3822.29,581.4,3249.65,3803.55,-3.276,28.4419,2
28,1.53546,-237.761,10.7761,7,2887.38,nan,nan,2883.68,nan,nan,24.8401,15.9547,0
14,2.12987,-200.198,10.8312,3,889.248,3055.06,3662.93,555.028,3060.98,3588.5,-8.51307,20.9011,0
13,5.93935,-248.778,6.0723,3,1046.33,2083.64,3036.52,651.441,2096.07,2720.02,25.9408,32.526,0
12,2.69201,-325.912,8.08852,5,2740.31,nan,nan,3097.62,nan,nan,2.49917,19.2998,0
1,2.52984,-385.758,7.20228,1,722.04,3688.72,3770.61,714.375,3674.49,3755.3,3.99561,15.9168,0
28,2.10989,-238.102,10.1967,5,1945.17,nan,nan,2206.38,nan,nan,-7.85606,19.5193,0
23,1.2655,-273.38,10.3983,7,2257.49,999.83,2808.54,2257.08,997.485,2806.14,23.339,12.1728,0
4,2.34288,-199.971,10.6177,1,732.285,3666.53,3761.05,722.175,3647.66,3739.44,-32.3069,21.9976,0
27,6.10098,-300.244,5.02869,1,2255.19,542.56,2480.2,2266.12,538.572,2435.16,15.3396,31.3892,0
13,5.84184,-255.783,6.05408,3,941.484,3207.81,3820.61,590.006,3233.4,3795.91,27.1476,32.0877,0
11,4.49465,-385.882,5.22123,3,863.832,3474.24,3965.82,540.816,3440.09,3953.4,-2.55511,24.2464,1
13,3.73149,-279.328,7.83165,3,903.588,3275.44,3843.48,564.047,3298.14,3834.68,-8.3943,25.2288,2
9,1.36464,-200.032,11.6044,7,2251.69,nan,nan,2248.76,nan,nan,26.6198,16.1411,0
17,1.6285,-330.594,9.03558,1,1660.48,1304.8,2614.23,1659.17,1300.51,2564.31,-13.1808,12.3825,0
7,8.20017,-299.746,2.86099,3,1001.52,3144.47,3818.07,627.984,3163.69,3764.17,17.9244,35.718,2
24,2.64035,-182.068,10.6204,7,2751.35,nan,nan,2748.57,nan,nan,25.261,23.949,0
14,1.40383,-205.07,11.4777,3,882.3,3389.23,3914.64,543.656,3373.43,3889.58,-9.50792,16.2462,1
3,6.05191,-274.343,5.52051,1,798.81,3838.05,3951.49,791.044,3821.31,3941.55,-19.0625,32.0422,0
13,1.87118,-271.967,9.84682,5,2763.45,nan,nan,3130.59,nan,nan,0.310262,16.8553,0
19,3.50982,-172.93,9.88033,5,2031.53,1107.79,2929.46,2292.01,1102.18,2901.47,-3.73672,27.7016,3
19,3.99095,-181.956,9.22867,5,2018.08,1059.99,2880.45,2278.66,1052.94,2847.05,3.43906,29.0855,3
16,1.65125,-351.151,8.63673,5,2562.21,nan,nan,2901.36,nan,nan,22.1789,11.3812,0
11,4.47709,-390.565,5.15878,3,867.084,3288.25,3825.26,542.766,3283.62,3798.89,-5.24728,24.0263,2
14,7.75833,-182.503,5.31031,1,1833.31,1657.9,3034.97,1828.59,1652.77,2999.05,16.6511,38.2006,0
9,6.18274,-199.148,6.66406,3,1187.34,1895.7,3000.42,745.65,1916.34,2634.49,17.0132,34.5179,3
19,3.78699,-215.89,8.85996,5,2116.99,nan,nan,2394.26,nan,nan,17.253,27.4001,0
12,8.26257,-312.442,2.58058,1,2208.31,1243.76,3003.66,2206.22,1234.77,2965.4,5.09557,35.4691,0
14,4.38688,-184.051,8.7831,3,942.372,2957.14,3628.47,592.472,2983.01,3547.98,28.3994,30.2663,0
